"LOCATION"	"STRAND"	"LENGTH"	"PID"	"GENE"	"SYNNYM"	"CODE"	"COG"	"PRODUCT"	"CHRM"	"ORG"
"414186..415261"	"-"	189	6319559	"RPL19A"	"YBR084C-A"	"-"	"-"	"ribosomal 60S subunit protein L19A"	2	2
"415983..416906"	"+"	307	398364707	"AAC3"	"YBR085W"	"-"	"-"	"Aac3p"	2	2
"418907..419164"	"-"	85	9755326	"-"	"YBR085C-A"	"-"	"-"	"hypothetical protein"	2	2
"420201..423041"	"-"	946	27808701	"IST2"	"YBR086C"	"-"	"-"	"Ist2p"	2	2
"423765..424829"	"+"	354	398364719	"RFC5"	"YBR087W"	"-"	"-"	"replication factor C subunit 5"	2	2
"424990..425766"	"-"	258	6319564	"POL30"	"YBR088C"	"-"	"-"	"Pol30p"	2	2
"426190..426489"	"-"	99	339046261	"NHP6B"	"YBR089C-A"	"-"	"-"	"Nhp6bp"	2	2
"426333..427058"	"-"	122	398364747	"-"	"YBR090C"	"-"	"-"	"hypothetical protein"	2	2
"427155..427484"	"-"	109	6319567	"TIM12"	"YBR091C"	"-"	"-"	"Tim12p"	2	2
"427698..429101"	"-"	467	6319568	"PHO3"	"YBR092C"	"-"	"-"	"Pho3p"	2	2
"429548..430951"	"-"	467	398364757	"PHO5"	"YBR093C"	"-"	"-"	"Pho5p"	2	2
"432036..434297"	"+"	753	330443445	"PBY1"	"YBR094W"	"-"	"-"	"Pby1p"	2	2
"434406..435698"	"-"	430	37362619	"RXT2"	"YBR095C"	"-"	"-"	"Rxt2p"	2	2
"436021..436713"	"+"	230	398364771	"-"	"YBR096W"	"-"	"-"	"hypothetical protein"	2	2
"436951..441315"	"+"	1454	330443447	"VPS15"	"YBR097W"	"-"	"-"	"Vps15p"	2	2
"441515..443590"	"+"	691	27808702	"MMS4"	"YBR098W"	"-"	"-"	"Mms4p"	2	2
"443821..444693"	"-"	290	398364783	"FES1"	"YBR101C"	"-"	"-"	"Fes1p"	2	2
"445062..447323"	"-"	753	6319578	"EXO84"	"YBR102C"	"-"	"-"	"Exo84p"	2	2
"447709..449316"	"+"	535	6319579	"SIF2"	"YBR103W"	"-"	"-"	"Sif2p"	2	2
"449667..450656"	"+"	329	398364797	"YMC2"	"YBR104W"	"-"	"-"	"Ymc2p"	2	2
"450881..451969"	"-"	362	6319581	"VID24"	"YBR105C"	"-"	"-"	"glucose-induced degradation complex subunit VID24"	2	2
"452658..453224"	"+"	188	6319582	"PHO88"	"YBR106W"	"-"	"-"	"Pho88p"	2	2
"453793..454530"	"-"	245	398364815	"IML3"	"YBR107C"	"-"	"-"	"Iml3p"	2	2
"454822..457665"	"+"	947	330443449	"AIM3"	"YBR108W"	"-"	"-"	"Aim3p"	2	2
"457919..458362"	"-"	147	6319585	"CMD1"	"YBR109C"	"-"	"-"	"Cmd1p"	2	2
"458872..460221"	"+"	449	398364841	"ALG1"	"YBR110W"	"-"	"-"	"chitobiosyldiphosphodolichol beta-1,4 mannosyltransferase"	2	2
"461178..461873"	"-"	231	6319587	"YSA1"	"YBR111C"	"-"	"-"	"Ysa1p"	2	2
"462139..462579"	"+"	96	41629677	"SUS1"	"YBR111W-A"	"-"	"-"	"Sus1p"	2	2
"462870..465770"	"-"	966	398364855	"CYC8"	"YBR112C"	"-"	"-"	"Cyc8p"	2	2
"467248..469620"	"+"	790	6319590	"RAD16"	"YBR114W"	"-"	"-"	"Rad16p"	2	2
"469748..473926"	"-"	1392	6319591	"LYS2"	"YBR115C"	"-"	"-"	"L-aminoadipate-semialdehyde dehydrogenase"	2	2
"474392..476437"	"-"	681	398364879	"TKL2"	"YBR117C"	"-"	"-"	"transketolase TKL2"	2	2
"477671..479047"	"+"	458	6319594	"TEF2"	"YBR118W"	"-"	"-"	"Tef2p"	2	2
"479338..480323"	"+"	298	6319595	"MUD1"	"YBR119W"	"-"	"-"	"Mud1p"	2	2
"480435..480923"	"-"	162	398364897	"CBP6"	"YBR120C"	"-"	"-"	"Cbp6p"	2	2
"481364..483367"	"-"	667	330443451	"GRS1"	"YBR121C"	"-"	"-"	"glycine--tRNA ligase"	2	2
"483970..484503"	"-"	177	37362620	"MRPL36"	"YBR122C"	"-"	"-"	"mitochondrial 54S ribosomal protein YmL36"	2	2
"484742..486691"	"-"	649	398364921	"TFC1"	"YBR123C"	"-"	"-"	"Tfc1p"	2	2
"487199..488380"	"-"	393	6319601	"PTC4"	"YBR125C"	"-"	"-"	"Ptc4p"	2	2
"488905..490392"	"-"	495	6319602	"TPS1"	"YBR126C"	"-"	"-"	"alpha,alpha-trehalose-phosphate synthase (UDP-forming) TPS1"	2	2
"490850..491056"	"+"	68	398364945	"-"	"YBR126W-A"	"-"	"-"	"hypothetical protein"	2	2
"491269..492822"	"-"	517	398364951	"VMA2"	"YBR127C"	"-"	"-"	"Vma2p"	2	2
"493081..494115"	"-"	344	6319604	"ATG14"	"YBR128C"	"-"	"-"	"Atg14p"	2	2
"494353..495339"	"-"	328	6319605	"OPY1"	"YBR129C"	"-"	"-"	"Opy1p"	2	2
"495592..496869"	"-"	425	398364975	"SHE3"	"YBR130C"	"-"	"-"	"She3p"	2	2
"497163..499277"	"+"	704	398364979	"CCZ1"	"YBR131W"	"-"	"-"	"Ccz1p"	2	2
"499652..501442"	"-"	596	6319608	"AGP2"	"YBR132C"	"-"	"-"	"Agp2p"	2	2
"501804..504287"	"-"	827	6319610	"HSL7"	"YBR133C"	"-"	"-"	"Hsl7p"	2	2
"504854..505306"	"+"	150	398364999	"CKS1"	"YBR135W"	"-"	"-"	"Cks1p"	2	2
"505668..512774"	"+"	2368	398365009	"MEC1"	"YBR136W"	"-"	"-"	"Mec1p"	2	2
"513044..513583"	"+"	179	330443453	"-"	"YBR137W"	"-"	"-"	"hypothetical protein"	2	2
"513762..515336"	"-"	524	330443455	"-"	"YBR138C"	"-"	"-"	"hypothetical protein"	2	2
"515664..517190"	"+"	508	398365031	"-"	"YBR139W"	"-"	"-"	"carboxypeptidase C"	2	2
"517350..526628"	"-"	3092	398365033	"IRA1"	"YBR140C"	"-"	"-"	"Ira1p"	2	2
"527025..528038"	"-"	337	330443457	"BMT2"	"YBR141C"	"-"	"-"	"Bmt2p"	2	2
"528317..530638"	"+"	773	6319618	"MAK5"	"YBR142W"	"-"	"-"	"Mak5p"	2	2
"530869..532182"	"-"	437	398365061	"SUP45"	"YBR143C"	"-"	"-"	"Sup45p"	2	2
"533762..534817"	"+"	351	398365069	"ADH5"	"YBR145W"	"-"	"-"	"alcohol dehydrogenase ADH5"	2	2
"535260..536096"	"+"	278	6319622	"MRPS9"	"YBR146W"	"-"	"-"	"mitochondrial 37S ribosomal protein MRPS9"	2	2
"536575..537465"	"+"	296	6319623	"RTC2"	"YBR147W"	"-"	"-"	"Rtc2p"	2	2
"537876..539705"	"+"	609	398365085	"YSW1"	"YBR148W"	"-"	"-"	"Ysw1p"	2	2
"539987..541021"	"+"	344	398365091	"ARA1"	"YBR149W"	"-"	"-"	"D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA1"	2	2
"541209..544493"	"-"	1094	6319626	"TBS1"	"YBR150C"	"-"	"-"	"Tbs1p"	2	2
"274427..275527"	"-"	366	6319492	"GAL7"	"YBR018C"	"-"	"-"	"UDP-glucose:hexose-1-phosphate uridylyltransferase"	2	2
"276253..278352"	"-"	699	6319493	"GAL10"	"YBR019C"	"-"	"-"	"bifunctional UDP-glucose 4-epimerase/aldose 1-epimerase"	2	2
"279021..280607"	"+"	528	6319494	"GAL1"	"YBR020W"	"-"	"-"	"galactokinase"	2	2
"281443..283344"	"+"	633	6319495	"FUR4"	"YBR021W"	"-"	"-"	"Fur4p"	2	2
"283738..284271"	"+"	177	6319496	"POA1"	"YBR022W"	"-"	"-"	"Poa1p"	2	2
"284428..287925"	"-"	1165	6319497	"CHS3"	"YBR023C"	"-"	"-"	"chitin synthase CHS3"	2	2
"289445..290350"	"+"	301	6319498	"SCO2"	"YBR024W"	"-"	"-"	"Sco2p"	2	2
"290681..291865"	"-"	394	6319499	"OLA1"	"YBR025C"	"-"	"-"	"Ola1p"	2	2
"292877..294019"	"-"	380	6319500	"ETR1"	"YBR026C"	"-"	"-"	"Etr1p"	2	2
"294425..296002"	"-"	525	6319502	"YPK3"	"YBR028C"	"-"	"-"	"Ypk3p"	2	2
"296369..297742"	"-"	457	6319503	"CDS1"	"YBR029C"	"-"	"-"	"phosphatidate cytidylyltransferase"	2	2
"298292..299950"	"+"	552	6319504	"RKM3"	"YBR030W"	"-"	"-"	"Rkm3p"	2	2
"300166..301254"	"+"	362	6319505	"RPL4A"	"YBR031W"	"-"	"-"	"ribosomal 60S subunit protein L4A"	2	2
"301944..304703"	"+"	919	6319507	"EDS1"	"YBR033W"	"-"	"-"	"Eds1p"	2	2
"304930..305976"	"-"	348	6319508	"HMT1"	"YBR034C"	"-"	"-"	"Hmt1p"	2	2
"306269..306955"	"-"	228	6319509	"PDX3"	"YBR035C"	"-"	"-"	"pyridoxamine-phosphate oxidase PDX3"	2	2
"309081..310313"	"-"	410	6319510	"CSG2"	"YBR036C"	"-"	"-"	"mannosylinositol phosphorylceramide synthase regulatory subunit"	2	2
"310565..311452"	"-"	295	6319511	"SCO1"	"YBR037C"	"-"	"-"	"Sco1p"	2	2
"311898..314789"	"+"	963	6319512	"CHS2"	"YBR038W"	"-"	"-"	"chitin synthase CHS2"	2	2
"315575..316510"	"+"	311	6319513	"ATP3"	"YBR039W"	"-"	"-"	"F1F0 ATP synthase subunit gamma"	2	2
"316968..317864"	"+"	298	6319514	"FIG1"	"YBR040W"	"-"	"-"	"Fig1p"	2	2
"318266..320275"	"+"	669	41629676	"FAT1"	"YBR041W"	"-"	"-"	"long-chain fatty acid transporter FAT1"	2	2
"320416..321609"	"-"	397	6319516	"CST26"	"YBR042C"	"-"	"-"	"Cst26p"	2	2
"321876..323945"	"-"	689	330443425	"QDR3"	"YBR043C"	"-"	"-"	"Qdr3p"	2	2
"324341..326059"	"-"	572	330443427	"TCM62"	"YBR044C"	"-"	"-"	"Tcm62p"	2	2
"328173..330092"	"-"	639	330443429	"GIP1"	"YBR045C"	"-"	"-"	"Gip1p"	2	2
"330507..331511"	"-"	334	6319520	"ZTA1"	"YBR046C"	"-"	"-"	"Zta1p"	2	2
"331833..332360"	"+"	175	6319521	"FMP23"	"YBR047W"	"-"	"-"	"Fmp23p"	2	2
"332831..333812"	"+"	156	6319522	"RPS11B"	"YBR048W"	"-"	"-"	"ribosomal 40S subunit protein S11B"	2	2
"334386..336818"	"-"	810	6319523	"REB1"	"YBR049C"	"-"	"-"	"Reb1p"	2	2
"337183..338199"	"-"	338	6319525	"REG2"	"YBR050C"	"-"	"-"	"Reg2p"	2	2
"338720..339352"	"-"	210	6319526	"RFS1"	"YBR052C"	"-"	"-"	"Rfs1p"	2	2
"339675..340751"	"-"	358	6319527	"-"	"YBR053C"	"-"	"-"	"hypothetical protein"	2	2
"343101..344135"	"+"	344	6319528	"YRO2"	"YBR054W"	"-"	"-"	"Yro2p"	2	2
"344602..347301"	"-"	899	6319529	"PRP6"	"YBR055C"	"-"	"-"	"Prp6p"	2	2
"347879..349384"	"+"	501	6319530	"-"	"YBR056W"	"-"	"-"	"17-beta-hydroxysteroid dehydrogenase-like protein"	2	2
"351255..351455"	"+"	66	398364543	"-"	"YBR056W-A"	"-"	"-"	"hypothetical protein"	2	2
"352193..353293"	"-"	366	6319531	"MUM2"	"YBR057C"	"-"	"-"	"Mum2p"	2	2
"353672..356017"	"-"	781	37362616	"UBP14"	"YBR058C"	"-"	"-"	"Ubp14p"	2	2
"356324..356566"	"-"	80	398364555	"TSC3"	"YBR058C-A"	"-"	"-"	"Tsc3p"	2	2
"356861..360187"	"-"	1108	6319533	"AKL1"	"YBR059C"	"-"	"-"	"Akl1p"	2	2
"360652..362514"	"-"	620	6319534	"ORC2"	"YBR060C"	"-"	"-"	"origin recognition complex subunit 2"	2	2
"364787..365719"	"-"	310	398364565	"TRM7"	"YBR061C"	"-"	"-"	"Trm7p"	2	2
"365976..366600"	"-"	180	50593118	"-"	"YBR062C"	"-"	"-"	"hypothetical protein"	2	2
"366970..368184"	"-"	404	6319538	"-"	"YBR063C"	"-"	"-"	"hypothetical protein"	2	2
"368584..369678"	"-"	364	398364587	"ECM2"	"YBR065C"	"-"	"-"	"Ecm2p"	2	2
"370037..370699"	"-"	220	6319540	"NRG2"	"YBR066C"	"-"	"-"	"Nrg2p"	2	2
"372103..372735"	"-"	210	6319541	"TIP1"	"YBR067C"	"-"	"-"	"Tip1p"	2	2
"373861..375690"	"-"	609	398364599	"BAP2"	"YBR068C"	"-"	"-"	"Bap2p"	2	2
"376574..378433"	"-"	619	6319543	"TAT1"	"YBR069C"	"-"	"-"	"Tat1p"	2	2
"379221..379934"	"-"	237	6319544	"ALG14"	"YBR070C"	"-"	"-"	"N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase anchoring subunit ALG14"	2	2
"380411..381046"	"+"	211	398364615	"-"	"YBR071W"	"-"	"-"	"hypothetical protein"	2	2
"382030..382674"	"+"	214	6319546	"HSP26"	"YBR072W"	"-"	"-"	"Hsp26p"	2	2
"382860..383021"	"-"	53	33438766	"-"	"YBR072C-A"	"-"	"-"	"hypothetical protein"	2	2
"383112..385988"	"+"	958	398364627	"RDH54"	"YBR073W"	"-"	"-"	"DNA-dependent ATPase RDH54"	2	2
"386286..389216"	"+"	976	330443435	"PFF1"	"YBR074W"	"-"	"-"	"Pff1p"	2	2
"390227..391291"	"+"	354	330443437	"ECM8"	"YBR076W"	"-"	"-"	"Ecm8p"	2	2
"391805..392293"	"-"	162	398364647	"SLM4"	"YBR077C"	"-"	"-"	"Slm4p"	2	2
"393123..394742"	"+"	429	330443439	"ECM33"	"YBR078W"	"-"	"-"	"Ecm33p"	2	2
"395383..398277"	"-"	964	6319553	"RPG1"	"YBR079C"	"-"	"-"	"Rpg1p"	2	2
"398614..400890"	"-"	758	398364665	"SEC18"	"YBR080C"	"-"	"-"	"Sec18p"	2	2
"401253..405251"	"-"	1332	6319555	"SPT7"	"YBR081C"	"-"	"-"	"Spt7p"	2	2
"406628..407169"	"-"	148	6319556	"UBC4"	"YBR082C"	"-"	"-"	"E2 ubiquitin-conjugating protein UBC4"	2	2
"409169..410629"	"+"	486	398364681	"TEC1"	"YBR083W"	"-"	"-"	"Tec1p"	2	2
"167518..167838"	"-"	106	6319443	"-"	"YBL028C"	"-"	"-"	"hypothetical protein"	2	2
"168423..169376"	"+"	189	6319444	"RPL19B"	"YBL027W"	"-"	"-"	"ribosomal 60S subunit protein L19B"	2	2
"170623..171038"	"+"	95	6319445	"LSM2"	"YBL026W"	"-"	"-"	"Lsm2p"	2	2
"171481..171918"	"+"	145	6319446	"RRN10"	"YBL025W"	"-"	"-"	"Rrn10p"	2	2
"172534..174588"	"+"	684	6319447	"NCL1"	"YBL024W"	"-"	"-"	"Ncl1p"	2	2
"174920..177526"	"-"	868	6319448	"MCM2"	"YBL023C"	"-"	"-"	"Mcm2p"	2	2
"177874..181275"	"-"	1133	6319449	"PIM1"	"YBL022C"	"-"	"-"	"Pim1p"	2	2
"181660..182094"	"-"	144	6319450	"HAP3"	"YBL021C"	"-"	"-"	"Hap3p"	2	2
"182401..184125"	"+"	574	6319451	"RFT1"	"YBL020W"	"-"	"-"	"Rft1p"	2	2
"184353..185915"	"+"	520	6319452	"APN2"	"YBL019W"	"-"	"-"	"DNA-(apurinic or apyrimidinic site) lyase APN2"	2	2
"185998..186474"	"-"	133	6319453	"POP8"	"YBL018C"	"-"	"-"	"Pop8p"	2	2
"186844..191583"	"-"	1579	6319454	"PEP1"	"YBL017C"	"-"	"-"	"Pep1p"	2	2
"192451..193512"	"+"	353	6319455	"FUS3"	"YBL016W"	"-"	"-"	"Fus3p"	2	2
"194122..195702"	"+"	526	6319456	"ACH1"	"YBL015W"	"-"	"-"	"Ach1p"	2	2
"199064..201748"	"-"	894	330443417	"RRN6"	"YBL014C"	"-"	"-"	"Rrn6p"	2	2
"202056..203261"	"+"	401	41629674	"FMT1"	"YBL013W"	"-"	"-"	"Fmt1p"	2	2
"203538..205817"	"+"	759	6319459	"SCT1"	"YBL011W"	"-"	"-"	"bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase SCT1"	2	2
"206107..206949"	"-"	280	6319461	"-"	"YBL010C"	"-"	"-"	"hypothetical protein"	2	2
"207194..209224"	"+"	676	6319462	"ALK2"	"YBL009W"	"-"	"-"	"Alk2p"	2	2
"209409..209648"	"+"	79	33438764	"-"	"YBL008W-A"	"-"	"-"	"hypothetical protein"	2	2
"209653..212175"	"+"	840	330443419	"HIR1"	"YBL008W"	"-"	"-"	"Hir1p"	2	2
"212632..216366"	"-"	1244	6319464	"SLA1"	"YBL007C"	"-"	"-"	"Sla1p"	2	2
"216587..217129"	"-"	180	41629675	"LDB7"	"YBL006C"	"-"	"-"	"Ldb7p"	2	2
"217470..220400"	"+"	976	6319466	"PDR3"	"YBL005W"	"-"	"-"	"Pdr3p"	2	2
"221330..226598"	"+"	1755	6319468	"-"	"YBL005W-B"	"-"	"-"	"gag-pol fusion protein"	2	2
"221330..222652"	"+"	440	6319467	"-"	"YBL005W-A"	"-"	"-"	"gag protein"	2	2
"227636..235117"	"+"	2493	14270688	"UTP20"	"YBL004W"	"-"	"-"	"Utp20p"	2	2
"235394..235792"	"-"	132	6319470	"HTA2"	"YBL003C"	"-"	"-"	"Hta2p"	2	2
"236492..236887"	"+"	131	6319471	"HTB2"	"YBL002W"	"-"	"-"	"Htb2p"	2	2
"237153..237467"	"-"	104	6319472	"ECM15"	"YBL001C"	"-"	"-"	"Ecm15p"	2	2
"238941..241283"	"-"	780	6319473	"NTH2"	"YBR001C"	"-"	"-"	"alpha,alpha-trehalase NTH2"	2	2
"241708..242568"	"-"	286	6319474	"RER2"	"YBR002C"	"-"	"-"	"Rer2p"	2	2
"242809..244230"	"+"	473	6319475	"COQ1"	"YBR003W"	"-"	"-"	"trans-hexaprenyltranstransferase"	2	2
"244366..245667"	"-"	433	330443421	"GPI18"	"YBR004C"	"-"	"-"	"Gpi18p"	2	2
"245906..246547"	"+"	213	6319477	"RCR1"	"YBR005W"	"-"	"-"	"Rcr1p"	2	2
"247010..248503"	"+"	497	6319478	"UGA2"	"YBR006W"	"-"	"-"	"succinate-semialdehyde dehydrogenase (NAD(P)(+))"	2	2
"248806..251016"	"-"	736	330443423	"DSF2"	"YBR007C"	"-"	"-"	"Dsf2p"	2	2
"252563..254209"	"-"	548	6319480	"FLR1"	"YBR008C"	"-"	"-"	"Flr1p"	2	2
"255373..255684"	"-"	103	6319481	"HHF1"	"YBR009C"	"-"	"-"	"Hhf1p"	2	2
"256331..256741"	"+"	136	6319482	"HHT1"	"YBR010W"	"-"	"-"	"Hht1p"	2	2
"257112..257975"	"-"	287	6319483	"IPP1"	"YBR011C"	"-"	"-"	"Ipp1p"	2	2
"259869..265140"	"+"	1756	6319486	"-"	"YBR012W-B"	"-"	"-"	"gag-pol fusion protein"	2	2
"259869..261191"	"+"	440	6319485	"-"	"YBR012W-A"	"-"	"-"	"gag protein"	2	2
"265492..265881"	"-"	129	6319487	"-"	"YBR013C"	"-"	"-"	"hypothetical protein"	2	2
"266725..267336"	"-"	203	6319488	"GRX7"	"YBR014C"	"-"	"-"	"glutathione-disulfide reductase GRX7"	2	2
"267710..269503"	"-"	597	6319489	"MNN2"	"YBR015C"	"-"	"-"	"Mnn2p"	2	2
"270247..270633"	"+"	128	6319490	"-"	"YBR016W"	"-"	"-"	"hypothetical protein"	2	2
"280..2658"	"-"	792	6319355	"-"	"YBL113C"	"-"	"-"	"hypothetical protein"	2	2
"2582..2899"	"-"	105	6319356	"-"	"YBL112C"	"-"	"-"	"hypothetical protein"	2	2
"2907..5009"	"-"	667	6319357	"-"	"YBL111C"	"-"	"-"	"hypothetical protein"	2	2
"7605..7733"	"-"	42	13129151	"PAU9"	"YBL108C-A"	"-"	"-"	"Pau9p"	2	2
"9961..10551"	"-"	196	6319361	"MIC23"	"YBL107C"	"-"	"-"	"Mic23p"	2	2
"10847..13879"	"-"	1010	330443393	"SRO77"	"YBL106C"	"-"	"-"	"Sro77p"	2	2
"14241..17696"	"-"	1151	330443395	"PKC1"	"YBL105C"	"-"	"-"	"Pkc1p"	2	2
"18177..21293"	"-"	1038	41629671	"SEA4"	"YBL104C"	"-"	"-"	"Sea4p"	2	2
"22076..23536"	"-"	486	6319365	"RTG3"	"YBL103C"	"-"	"-"	"Rtg3p"	2	2
"24098..24745"	"+"	215	6319366	"SFT2"	"YBL102W"	"-"	"-"	"Sft2p"	2	2
"24946..28299"	"-"	1117	6319367	"ECM21"	"YBL101C"	"-"	"-"	"Ecm21p"	2	2
"28427..28546"	"+"	39	33438761	"-"	"YBL100W-C"	"-"	"-"	"hypothetical protein"	2	2
"29935..35248"	"+"	1770	6319369	"-"	"YBL100W-B"	"-"	"-"	"gag-pol fusion protein"	2	2
"29935..31251"	"+"	438	6319368	"-"	"YBL100W-A"	"-"	"-"	"gag protein"	2	2
"37053..38690"	"+"	545	330443397	"ATP1"	"YBL099W"	"-"	"-"	"F1F0 ATP synthase subunit alpha"	2	2
"39145..40527"	"+"	460	6319372	"BNA4"	"YBL098W"	"-"	"-"	"kynurenine 3-monooxygenase"	2	2
"270947..273703"	"-"	918	6319491	"KAP104"	"YBR017C"	"-"	"-"	"Kap104p"	2	2
"40831..43095"	"+"	754	330443399	"BRN1"	"YBL097W"	"-"	"-"	"Brn1p"	2	2
"43277..44089"	"+"	270	6319374	"-"	"YBL095W"	"-"	"-"	"hypothetical protein"	2	2
"44256..44918"	"-"	220	6319377	"ROX3"	"YBL093C"	"-"	"-"	"Rox3p"	2	2
"45978..46370"	"+"	130	6319378	"RPL32"	"YBL092W"	"-"	"-"	"ribosomal 60S subunit protein L32"	2	2
"46565..47180"	"-"	175	41629673	"SCS22"	"YBL091C-A"	"-"	"-"	"Scs22p"	2	2
"47363..48628"	"-"	421	330443401	"MAP2"	"YBL091C"	"-"	"-"	"Map2p"	2	2
"48825..49358"	"+"	177	6319381	"MRP21"	"YBL090W"	"-"	"-"	"mitochondrial 37S ribosomal protein MRP21"	2	2
"49574..50953"	"+"	459	37362614	"AVT5"	"YBL089W"	"-"	"-"	"Avt5p"	2	2
"51019..59382"	"-"	2787	330443403	"TEL1"	"YBL088C"	"-"	"-"	"Tel1p"	2	2
"59822..60739"	"-"	137	6319384	"RPL23A"	"YBL087C"	"-"	"-"	"ribosomal 60S subunit protein L23A"	2	2
"61202..62602"	"-"	466	6319385	"-"	"YBL086C"	"-"	"-"	"hypothetical protein"	2	2
"63876..66818"	"+"	980	6319386	"BOI1"	"YBL085W"	"-"	"-"	"Boi1p"	2	2
"67169..69445"	"-"	758	330443405	"CDC27"	"YBL084C"	"-"	"-"	"anaphase promoting complex subunit CDC27"	2	2
"69751..71127"	"-"	458	6319389	"ALG3"	"YBL082C"	"-"	"-"	"dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase"	2	2
"71866..72972"	"+"	368	6319390	"-"	"YBL081W"	"-"	"-"	"hypothetical protein"	2	2
"73070..74695"	"-"	541	330443407	"PET112"	"YBL080C"	"-"	"-"	"glutamyl-tRNA(Gln) amidotransferase subunit PET112"	2	2
"75259..79767"	"+"	1502	6319392	"NUP170"	"YBL079W"	"-"	"-"	"Nup170p"	2	2
"80378..80731"	"-"	117	6319393	"ATG8"	"YBL078C"	"-"	"-"	"Atg8p"	2	2
"81043..84261"	"-"	1072	6319395	"ILS1"	"YBL076C"	"-"	"-"	"isoleucine--tRNA ligase ILS1"	2	2
"84499..86448"	"-"	649	6319396	"SSA3"	"YBL075C"	"-"	"-"	"Hsp70 family ATPase SSA3"	2	2
"86722..87789"	"-"	355	6319398	"AAR2"	"YBL074C"	"-"	"-"	"Aar2p"	2	2
"88523..89125"	"-"	200	6319399	"RPS8A"	"YBL072C"	"-"	"-"	"ribosomal 40S subunit protein S8A"	2	2
"89458..89556"	"-"	32	33438762	"-"	"YBL071C-B"	"-"	"-"	"hypothetical protein"	2	2
"89978..90226"	"+"	82	21648335	"KTI11"	"YBL071W-A"	"-"	"-"	"Kti11p"	2	2
"90741..92030"	"+"	429	14270687	"AST1"	"YBL069W"	"-"	"-"	"Ast1p"	2	2
"92414..93394"	"+"	326	330443409	"PRS4"	"YBL068W"	"-"	"-"	"ribose phosphate diphosphokinase subunit PRS4"	2	2
"93639..95882"	"-"	747	330443411	"UBP13"	"YBL067C"	"-"	"-"	"Ubp13p"	2	2
"96669..100115"	"-"	1148	50593117	"SEF1"	"YBL066C"	"-"	"-"	"Sef1p"	2	2
"100371..101156"	"-"	261	6319407	"PRX1"	"YBL064C"	"-"	"-"	"Prx1p"	2	2
"101886..105221"	"+"	1111	6319408	"KIP1"	"YBL063W"	"-"	"-"	"Kip1p"	2	2
"105316..107406"	"-"	696	6319410	"SKT5"	"YBL061C"	"-"	"-"	"Skt5p"	2	2
"107932..109995"	"+"	687	6319411	"YEL1"	"YBL060W"	"-"	"-"	"Yel1p"	2	2
"110125..110539"	"-"	109	6681845	"CMC2"	"YBL059C-A"	"-"	"-"	"Cmc2p"	2	2
"110594..111244"	"+"	193	6319412	"-"	"YBL059W"	"-"	"-"	"hypothetical protein"	2	2
"111437..112708"	"+"	423	6319413	"SHP1"	"YBL058W"	"-"	"-"	"Shp1p"	2	2
"112801..113427"	"-"	208	330443413	"PTH2"	"YBL057C"	"-"	"-"	"Pth2p"	2	2
"113762..115168"	"+"	468	330443415	"PTC3"	"YBL056W"	"-"	"-"	"Ptc3p"	2	2
"115573..116829"	"-"	418	6319416	"-"	"YBL055C"	"-"	"-"	"3'-5'-exodeoxyribonuclease"	2	2
"117589..119166"	"+"	525	6319417	"TOD6"	"YBL054W"	"-"	"-"	"Tod6p"	2	2
"119379..121874"	"-"	831	6319419	"SAS3"	"YBL052C"	"-"	"-"	"Sas3p"	2	2
"122753..124759"	"-"	668	6319420	"PIN4"	"YBL051C"	"-"	"-"	"Pin4p"	2	2
"125125..126119"	"+"	292	6319421	"SEC17"	"YBL050W"	"-"	"-"	"Sec17p"	2	2
"126828..127244"	"+"	138	6319422	"MOH1"	"YBL049W"	"-"	"-"	"Moh1p"	2	2
"127895..132040"	"-"	1381	6319424	"EDE1"	"YBL047C"	"-"	"-"	"Ede1p"	2	2
"132424..133749"	"+"	441	6319425	"PSY4"	"YBL046W"	"-"	"-"	"Psy4p"	2	2
"134143..135516"	"-"	457	6319426	"COR1"	"YBL045C"	"-"	"-"	"ubiquinol--cytochrome-c reductase subunit COR1"	2	2
"135998..136366"	"+"	122	6319427	"-"	"YBL044W"	"-"	"-"	"hypothetical protein"	2	2
"136688..137461"	"+"	257	6319428	"ECM13"	"YBL043W"	"-"	"-"	"Ecm13p"	2	2
"138341..140260"	"-"	639	6319429	"FUI1"	"YBL042C"	"-"	"-"	"Fui1p"	2	2
"141247..141972"	"+"	241	6319430	"PRE7"	"YBL041W"	"-"	"-"	"proteasome core particle subunit beta 6"	2	2
"142112..142868"	"-"	219	6319431	"ERD2"	"YBL040C"	"-"	"-"	"Erd2p"	2	2
"143393..143572"	"+"	59	33438763	"-"	"YBL039W-B"	"-"	"-"	"hypothetical protein"	2	2
"143989..145728"	"-"	579	6319432	"URA7"	"YBL039C"	"-"	"-"	"CTP synthase URA7"	2	2
"146187..146885"	"+"	232	6319433	"MRPL16"	"YBL038W"	"-"	"-"	"mitochondrial 54S ribosomal protein YmL47"	2	2
"147209..150286"	"+"	1025	6319434	"APL3"	"YBL037W"	"-"	"-"	"Apl3p"	2	2
