gene,cnt,MW,COG1,gname,LENGTH,PRODUCT,gcmp,isblocked,rxn1,nOR,nAND,gpr
b1613,1,42.8497601,G,manA,391,mannose-6-phosphate isomerase,c,FALSE,MAN6PI,0,0,b1613
b4323,1,53.5800162,G,uxuB,486,"D-mannonate oxidoreductase, NAD-dependent",c,FALSE,MANAO,0,0,b4323
b0731,1,69.6676423,G,mngA,658,fused 2-O-a-mannosyl-D-glycerate specific PTS enzymes: IIA component/IIB component/IIC component,cp,FALSE,MANGLYCptspp,0,2,(b0731 and b2415 and b2416)
b0732,1,100.0146177,G,mngB,877,alpha-mannosidase,c,FALSE,MANPGH,0,0,b0732
b0334,1,53.9515457,R,prpD,483,2-methylcitrate dehydratase,c,FALSE,MCITD,0,0,b0334
b0331,1,32.1345458,G,prpB,296,2-methylisocitrate lyase,c,FALSE,MCITL2,0,0,b0331
b0333,1,43.1020076,C,prpC,389,2-methylcitrate synthase,c,FALSE,MCITS,0,0,b0333
b1092,1,32.4171102,I,fabD,309,malonyl-CoA-[acyl-carrier-protein] transacylase,c,FALSE,MCOATA,0,1,(b1094 and b1092)
b2521,1,30.811693,P,sseA,281,3-mercaptopyruvate sulfurtransferase,c,TRUE,MCPST,0,0,b2521
b0084,2,63.8771643,M,ftsI,588,transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3),p,FALSE,,,,
b0635,2,70.8562724,M,mrdA,633,transpeptidase involved in peptidoglycan synthesis (penicillin-binding protein 2),p,FALSE,,,,
b0149,5,94.2921766,M,mrcB,844,fused glycosyl transferase and transpeptidase,"cp,p",FALSE,,,,
b3396,5,93.6357739,M,mrcA,850,fused penicillin-binding protein 1a: murein transglycosylase/murein transpeptidase,"cp,p",FALSE,,,,
b0632,5,44.4437932,M,dacA,403,D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5),p,FALSE,,,,
b3182,9,51.7981255,M,dacB,477,D-alanyl-D-alanine carboxypeptidase,p,FALSE,,,,
b0839,5,43.6087256,M,dacC,400,D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 6a),p,FALSE,,,,
b2010,5,43.3458757,M,dacD,388,D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 6b),p,FALSE,,,,
b2328,4,30.1365725,M,mepA,274,murein DD-endopeptidase,p,FALSE,,,,
b2134,4,33.8873052,M,pbpG,310,D-alanyl-D-alanine endopeptidase,p,FALSE,,,,
b3236,1,32.3371597,C,mdh,312,"malate dehydrogenase, NAD(P)-binding",c,FALSE,MDH,0,0,b3236
b2210,2,60.2293769,R,mqo,548,"malate dehydrogenase, FAD/NAD(P)-binding domain",c,FALSE,,,,
b1479,1,63.1970905,C,maeA,565,"malate dehydrogenase, (decarboxylating, NAD-requiring) (malic enzyme)",c,FALSE,ME1,0,0,b1479
b2463,1,82.4171056,C,maeB,759,fused malic enzyme predicted oxidoreductase/predicted phosphotransacetylase,c,FALSE,ME2,0,0,b2463
b2515,1,40.6834568,I,ispG,372,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase,c,FALSE,MECDPDH5,1,2,((b2895 and b2515) or (b0684 and b2515))
b2746,1,16.8974757,I,ispF,159,"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",c,FALSE,MECDPS,0,0,b2746
b4120,1,52.6362025,G,melB,473,melibiose:sodium symporter,cp,FALSE,MELIBt2pp,0,0,b4120
b2747,1,25.7371623,I,ispD,236,4-diphosphocytidyl-2C-methyl-D-erythritol synthase,c,FALSE,MEPCT,0,0,b2747
b2942,1,41.9514662,H,metK,384,S-adenosylmethionine synthetase,c,FALSE,METAT,0,0,b2942
b0198,2,23.2559906,P,metI,217,DL-methionine transporter subunit,cp,FALSE,,,,
b0199,2,37.7882297,P,metN,343,DL-methionine transporter subunit,cp,FALSE,,,,
b0197,2,29.4314905,P,metQ,271,DL-methionine transporter subunit,cp,FALSE,,,,
b4019,1,135.9965069,E,metH,1227,"homocysteine-N5-methyltetrahydrofolate transmethylase, B12-dependent",c,FALSE,METS,1,0,(b4019 or b3829)
b3829,1,84.6731341,E,metE,753,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase,c,FALSE,METS,1,0,(b4019 or b3829)
b4219,1,23.3149602,O,msrA,212,methionine sulfoxide reductase A,c,FALSE,METSOXR1,3,4,((b4219 and b2582) or (b4219 and b3781) or (b3551 and b2582) or (b3551 and b3781))
b1778,1,15.4511381,O,msrB,137,methionine sulfoxide reductase B,c,FALSE,METSOXR2,1,2,((b1778 and b2582) or (b1778 and b3781))
b2114,1,76.2544446,J,metG,677,methionyl-tRNA synthetase,c,TRUE,METTRS,0,0,b2114
b4242,2,99.4661209,P,mgtA,898,magnesium transporter,cp,FALSE,,,,
b0963,1,16.9185161,G,mgsA,152,methylglyoxal synthase,c,FALSE,MGSA,0,0,b0963
b0403,5,69.0407129,G,malZ,604,maltodextrin glucosidase,c,FALSE,,,,
b2558,4,58.3018669,M,mltF,518,"membrane-bound lytic transglycosylase F, murein hydrolase",p,FALSE,,,,
b2963,4,40.1123308,M,mltC,359,membrane-bound lytic murein transglycosylase C,p,FALSE,,,,
b4392,4,73.3528708,M,slt,645,"lytic murein transglycosylase, soluble",p,FALSE,,,,
b2813,4,40.4104413,M,mltA,365,membrane-bound lytic murein transglycosylase A,p,FALSE,,,,
b2701,4,40.2555723,M,mltB,361,membrane-bound lytic murein transglycosylase B,p,FALSE,,,,
b1193,4,22.2264624,M,emtA,203,lytic murein endotransglycosylase E,p,FALSE,,,,
b2919,1,29.1724828,I,scpB,261,"methylmalonyl-CoA decarboxylase, biotin-independent",c,FALSE,MMCD,0,0,b2919
b0260,1,50.5256141,E,mmuP,467,CP4-6 prophage; predicted S-methylmethionine transporter,cp,FALSE,MMETt2pp,0,0,b0260
b2917,1,77.8709689,I,scpA,714,methylmalonyl-CoA mutase,c,FALSE,MMM,0,0,b2917
b3599,1,67.9720317,G,mtlA,637,fused mannitol-specific PTS enzymes: IIA components/IIB components/IIC components,cp,FALSE,MNLptspp,0,2,(b3599 and b2415 and b2416)
b4322,1,44.8378476,G,uxuA,394,mannonate hydrolase,c,FALSE,MNNH,0,0,b4322
b0784,2,8.7578964,H,moaD,81,"molybdopterin synthase, small subunit",c,FALSE,,,,
b3633,2,47.2908451,M,waaA,425,3-deoxy-D-manno-octulosonic-acid transferase (KDO transferase),c,FALSE,,,,
b3624,1,32.9199577,,waaZ,283,lipopolysaccharide core biosynthesis protein,c,FALSE,MOAT3C,0,0,b3624
b0763,3,27.3640843,P,modA,257,molybdate transporter subunit,cp,FALSE,,,,
b0764,3,24.9387154,P,modB,229,molybdate transporter subunit,cp,FALSE,,,,
b0765,3,39.1022498,P,modC,352,molybdate transporter subunit,cp,FALSE,,,,
b2422,5,41.0587163,P,cysA,365,sulfate/thiosulfate transporter subunit,cp,FALSE,,,,
b2424,5,30.2917158,O,cysU,277,sulfate/thiosulfate ABC transporter permease,cp,FALSE,,,,
b2423,5,32.5374557,P,cysW,291,sulfate/thiosulfate ABC transporter subunit,cp,FALSE,,,,
b3917,3,36.6591127,P,sbp,329,sulfate transporter subunit,cp,FALSE,,,,
b2425,5,37.6143802,P,cysP,338,thiosulfate-binding protein,cp,FALSE,,,,
b2877,1,21.5137875,R,mocA,192,CTP:molybdopterin cytidylyltransferase,c,FALSE,MOCDS,0,0,b2877
b0134,1,28.2373458,H,panB,264,3-methyl-2-oxobutanoate hydroxymethyltransferase,c,FALSE,MOHMT,0,0,b0134
b0009,1,21.2222748,H,mog,195,molybdochelatase incorporating molybdenum into molybdopterin,c,FALSE,MPTAT,0,0,b0009
b1069,2,55.2672483,R,murJ,511,putative peptidoglycan lipid II flippase required for murein synthesis,cp,FALSE,,,,
b2519,2,85.0665705,M,pbpC,770,penicillin-binding protein PBP1C murein transglycosylase; inactive transpeptidase domain,cp,FALSE,,,,
b0785,1,16.9809716,H,moaE,150,"molybdopterin synthase, large subunit",c,FALSE,MPTS,0,1,(b0784 and b0785)
b0826,1,26.7187865,H,moeB,249,molybdopterin synthase sulfurylase,c,FALSE,MPTSS,0,0,b0826
b1008,1,21.5702997,C,rutE,196,malonic semialdehyde reductase,c,FALSE,MSAR,1,0,(b1008 or b1539)
b0529,2,31.0436241,H,folD,288,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase",c,FALSE,,,,
b3941,1,33.1026046,E,metF,296,"5,10-methylenetetrahydrofolate reductase",c,FALSE,MTHFR2,0,0,b3941
b1059,2,40.9018196,E,solA,372,"N-methyltryptophan oxidase, FAD-binding",c,TRUE,,,,
b3996,1,29.6888399,L,nudC,257,NADH pyrophosphatase,c,FALSE,NADDP,1,0,(b3996 or b2411)
b2411,1,73.6057547,L,ligA,671,"DNA ligase, NAD(+)-dependent",c,FALSE,NADDP,1,0,(b3996 or b2411)
b1109,3,47.3585119,C,ndh,434,respiratory NADH dehydrogenase 2/cupric reductase,c,FALSE,,,,
b2276,3,52.043882,C,nuoN,485,"NADH:ubiquinone oxidoreductase, membrane subunit N",cp,FALSE,,,,
b2277,3,56.5243373,C,nuoM,509,"NADH:ubiquinone oxidoreductase, membrane subunit M",cp,FALSE,,,,
b2278,3,66.4378411,CP,nuoL,613,"NADH:ubiquinone oxidoreductase, membrane subunit L",cp,FALSE,,,,
b2279,3,10.8449833,C,nuoK,100,"NADH:ubiquinone oxidoreductase, membrane subunit K",cp,FALSE,,,,
b2280,3,19.8745689,C,nuoJ,184,"NADH:ubiquinone oxidoreductase, membrane subunit J",cp,FALSE,,,,
b2281,3,20.5377122,C,nuoI,180,"NADH:ubiquinone oxidoreductase, chain I",cp,FALSE,,,,
b2282,3,36.2190246,C,nuoH,325,"NADH:ubiquinone oxidoreductase, membrane subunit H",cp,FALSE,,,,
b2283,3,100.2988472,C,nuoG,908,"NADH:ubiquinone oxidoreductase, chain G",cp,FALSE,,,,
b2284,3,49.2922855,C,nuoF,445,"NADH:ubiquinone oxidoreductase, chain F",cp,FALSE,,,,
b2285,3,18.5899939,C,nuoE,166,"NADH:ubiquinone oxidoreductase, chain E",cp,FALSE,,,,
b2286,3,68.2358411,C,nuoC,596,"NADH:ubiquinone oxidoreductase, fused CD subunit",cp,FALSE,,,,
b2287,3,25.0557646,C,nuoB,220,"NADH:ubiquinone oxidoreductase, chain B",cp,FALSE,,,,
b2288,3,16.4572649,C,nuoA,147,"NADH:ubiquinone oxidoreductase, membrane subunit A",cp,FALSE,,,,
b2615,1,32.566254,G,nadK,292,NAD kinase,c,FALSE,NADK,0,0,b2615
b3028,3,21.8908113,R,mdaB,193,NADPH quinone reductase,c,FALSE,,,,
b1740,1,30.6366983,H,nadE,275,"NAD synthetase, NH3/glutamine-dependent",c,FALSE,NADS1,0,0,b1740
b3962,1,51.5602127,C,sthA,466,"pyridine nucleotide transhydrogenase, soluble",c,FALSE,NADTRHD,1,1,(b3962 or (b1602 and b1603))
b1602,2,48.7228667,C,pntB,462,"pyridine nucleotide transhydrogenase, beta subunit","c,cp",FALSE,,,,
b1603,2,54.6232401,C,pntA,510,"pyridine nucleotide transhydrogenase, alpha subunit","c,cp",FALSE,,,,
b0931,1,45.897082,H,pncB,400,nicotinate phosphoribosyltransferase,c,FALSE,NAMNPP,0,0,b0931
b1186,1,56.7281828,P,nhaB,513,sodium:proton antiporter,cp,FALSE,NAt3_1p5pp,0,0,b1186
b0019,1,41.3555243,P,nhaA,388,sodium-proton antiporter,cp,FALSE,NAt3_2pp,0,0,b0019
b2518,8,15.4633785,F,ndk,143,multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase,c,FALSE,,,,
b0451,1,44.5145455,P,amtB,428,ammonium transporter,cp,FALSE,NH4tpp,1,0,(b0451 or s0001)
b2710,1,54.2340038,C,norV,479,anaerobic nitric oxide reductase flavorubredoxin,c,FALSE,NHFRBO,0,1,(b2710 and b2711)
b2711,1,41.4034412,C,norW,377,NADH:flavorubredoxin oxidoreductase,c,FALSE,NHFRBO,0,1,(b2710 and b2711)
b3476,1,58.7187346,E,nikA,524,"nickel-binding, heme-binding periplasmic protein",cp,FALSE,NI2uabcpp,1,4,((b3476 and b3477 and b3478 and b3479 and b3480) or b4242)
b3477,1,35.2479787,EP,nikB,314,nickel transporter subunit,cp,FALSE,NI2uabcpp,1,4,((b3476 and b3477 and b3478 and b3479 and b3480) or b4242)
b3478,1,30.3618582,EP,nikC,277,nickel transporter subunit,cp,FALSE,NI2uabcpp,1,4,((b3476 and b3477 and b3478 and b3479 and b3480) or b4242)
b3479,1,26.8203252,EP,nikD,254,nickel transporter subunit,cp,FALSE,NI2uabcpp,1,4,((b3476 and b3477 and b3478 and b3479 and b3480) or b4242)
b3480,1,29.7215522,EP,nikE,268,nickel transporter subunit,cp,FALSE,NI2uabcpp,1,4,((b3476 and b3477 and b3478 and b3479 and b3480) or b4242)
b4390,1,47.3456295,H,nadR,410,"trifunctional protein: nicotinamide mononucleotide adenylyltransferase, ribosylnicotinamide kinase, transcriptional repressor",c,FALSE,NMNAT,1,0,(b4390 or b0639)
b0639,2,24.527831,H,nadD,213,"nicotinic acid mononucleotide adenylyltransferase, NAD(P)-dependent",c,FALSE,,,,
b0751,1,26.9961512,H,pnuC,239,nicotinamide riboside transporter,cp,FALSE,NMNPtpp,0,0,b0751
b1768,1,23.3619703,Q,pncA,213,nicotinamidase/pyrazinamidase,c,FALSE,NNAM,0,0,b1768
b1991,1,36.9868967,H,cobT,359,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,c,TRUE,NNDMBRT,0,0,b1991
b0109,1,32.761919,H,nadC,297,quinolinate phosphoribosyltransferase,c,FALSE,NNDPR,0,0,b0109
b3367,1,28.5624201,P,nirC,268,nitrite transporter,cp,FALSE,NO2t2rpp,1,0,(b3367 or b1223)
b1223,2,49.6932452,P,narK,463,nitrate/nitrite transporter,cp,FALSE,,,,
b2203,2,16.2964918,C,napB,149,"nitrate reductase, small, cytochrome C550 subunit, periplasmic",cp,FALSE,,,,
b2206,2,93.0416615,C,napA,828,"nitrate reductase, periplasmic, large subunit",cp,FALSE,,,,
b2202,2,23.1004965,C,napC,200,"quinol dehydrogenase, electron source for NapAB",cp,FALSE,,,,
b2205,1,24.9246634,R,napG,231,ferredoxin-type protein essential for electron transfer from ubiquinol to periplasmic nitrate reductase (NapAB),cp,FALSE,NO3R1bpp,0,4,((b2203 and b2206) and b2202 and b2205 and b2204)
b2204,1,31.8734568,C,napH,287,ferredoxin-type protein essential for electron transfer from ubiquinol to periplasmic nitrate reductase (NapAB),cp,FALSE,NO3R1bpp,0,4,((b2203 and b2206) and b2202 and b2205 and b2204)
b1465,2,26.0178369,C,narV,226,"nitrate reductase 2 (NRZ), gamma subunit",cp,FALSE,,,,
b1466,2,26.1604885,C,narW,231,"nitrate reductase 2 (NRZ), delta subunit (assembly subunit)",cp,FALSE,,,,
b1467,2,58.5577371,C,narY,514,"nitrate reductase 2 (NRZ), beta subunit",cp,FALSE,,,,
b1468,2,140.2261253,C,narZ,1246,"nitrate reductase 2 (NRZ), alpha subunit",cp,FALSE,,,,
b1224,2,140.4888452,C,narG,1247,"nitrate reductase 1, alpha subunit",cp,FALSE,,,,
b1225,2,58.0662478,C,narH,512,"nitrate reductase 1, beta (Fe-S) subunit",cp,FALSE,,,,
b1226,2,26.4487404,C,narJ,236,molybdenum-cofactor-assembly chaperone subunit (delta subunit) of nitrate reductase 1,cp,FALSE,,,,
b1227,2,25.4972795,C,narI,225,"nitrate reductase 1, gamma (cytochrome b(NR)) subunit",cp,FALSE,,,,
b1469,1,49.8899525,P,narU,462,nitrate/nitrite transporter,cp,FALSE,NO3t7pp,1,0,(b1223 or b1469)
b2552,2,43.8674639,C,hmp,396,fused nitric oxide dioxygenase/dihydropteridine reductase 2,c,FALSE,,,,
b2291,6,22.7079753,R,yfbR,199,5'-nucleotidase,c,FALSE,,,,
b2744,14,26.9003303,R,surE,253,broad specificity 5'(3')-nucleotidase and polyphosphatase,c,FALSE,,,,
b4374,3,25.3005066,R,yjjG,225,dUMP phosphatase,c,FALSE,,,,
b0480,17,60.8237206,F,ushA,550,bifunctional UDP-sugar hydrolase/5'-nucleotidase,p,FALSE,,,,
b0650,1,61.9860289,O,hscC,556,"Hsp70 family chaperone Hsc62, binds to RpoD and inhibits transcription",c,FALSE,NTP1,1,0,(b0650 or b4161)
b4161,4,39.1931457,R,rsgA,350,ribosome small subunit-dependent GTPase A,c,FALSE,,,,
b4394,3,18.2125755,S,yjjX,170,inosine/xanthosine triphosphatase,c,FALSE,,,,
b0980,2,47.0566482,,appA,432,phosphoanhydride phosphorylase,p,FALSE,,,,
b2781,8,30.4121877,R,mazG,263,nucleoside triphosphate pyrophosphohydrolase,c,FALSE,,,,
b2954,3,21.0387498,F,rdgB,197,dITP/XTP pyrophosphatase,c,FALSE,,,,
b1759,2,15.0460524,F,nudG,135,"CTP pyrophosphohydrolase; also hydrolyzes 2-hydroxy-dATP, 8-hydroxy-dGTP, 5-hydroxy-CTP, dCTP and 5-methyl-dCTP",c,FALSE,,,,
b0160,2,59.3826791,F,dgt,505,deoxyguanosine triphosphate triphosphohydrolase,c,FALSE,,,,
b3365,1,93.1210113,C,nirB,847,"nitrite reductase, large subunit, NAD(P)H-binding",c,FALSE,NTRIR2x,0,1,(b3365 and b3366)
b3366,1,12.2839584,PR,nirD,108,"nitrite reductase, NAD(P)H-binding, small subunit",c,FALSE,NTRIR2x,0,1,(b3365 and b3366)
b4070,2,53.7027542,P,nrfA,478,"nitrite reductase, formate-dependent, cytochrome",cp,FALSE,,,,
b4071,2,20.7144512,P,nrfB,188,"nitrite reductase, formate-dependent, penta-heme cytochrome c",cp,FALSE,,,,
b4072,2,24.5674165,C,nrfC,223,"formate-dependent nitrite reductase, 4Fe4S subunit",cp,FALSE,,,,
b4073,2,35.042083,P,nrfD,318,"formate-dependent nitrite reductase, membrane subunit",cp,FALSE,,,,
b2035,3,44.7441287,,wbbH,388,O-antigen polymerase,p,TRUE,,,,
b2027,3,36.4545838,M,wzzB,326,regulator of length of O-antigen component of lipopolysaccharide chains,p,TRUE,,,,
b2033,1,21.675003,R,wbbJ,196,putative lipopolysaccharide biosynthesis O-acetyl transferase,c,TRUE,O16AT,0,0,b2033
b2037,1,45.3824158,R,wzxB,415,putative polisoprenol-linked O-antigen transporter,cp,TRUE,O16AUNDtpp,0,0,b2037
b2034,1,37.7570659,,wbbI,330,"d-Galf:alpha-d-Glc beta-1,6-galactofuranosyltransferase",c,TRUE,O16GALFT,0,0,b2034
b2032,1,43.1879563,M,wbbK,372,lipopolysaccharide biosynthesis protein,c,TRUE,O16GLCT1,0,0,b2032
b0902,2,28.204213,O,pflA,246,pyruvate formate lyase activating enzyme 1,c,FALSE,,,,
b0903,2,85.3569182,C,pflB,760,pyruvate formate lyase I,c,FALSE,,,,
b2579,2,14.2841193,R,grcA,127,autonomous glycyl radical cofactor,c,FALSE,,,,
b3114,2,85.9352046,C,tdcE,764,pyruvate formate-lyase 4/2-ketobutyrate formate-lyase,c,FALSE,,,,
b4254,1,36.9069911,E,argI,334,ornithine carbamoyltransferase 1,c,FALSE,OCBT,1,0,(b4254 or b0273)
b0273,1,36.8270391,E,argF,334,"ornithine carbamoyltransferase 2, chain F; CP4-6 prophage",c,FALSE,OCBT,1,0,(b4254 or b0273)
b3187,1,35.2168615,H,ispB,323,octaprenyl diphosphate synthase,c,FALSE,OCTDPS,0,0,b3187
b0907,2,39.7831598,HE,serC,362,3-phosphoserine/phosphohydroxythreonine aminotransferase,c,FALSE,,,,
b0662,1,42.9533351,HC,ubiF,391,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase",c,FALSE,OMMBLHX,0,0,b0662
b1281,1,26.350164,F,pyrF,245,orotidine-5'-phosphate decarboxylase,c,FALSE,OMPDC,0,0,b1281
b2907,1,42.288134,HC,ubiH,392,"2-octaprenyl-6-methoxyphenol hydroxylase, FAD/NAD(P)-binding",c,FALSE,OMPHHX,0,0,b2907
b0350,1,28.8897735,Q,mhpD,269,2-keto-4-pentenoate hydratase,c,FALSE,OP4ENH,0,0,b0350
b3843,1,55.6035313,H,ubiD,497,3-octaprenyl-4-hydroxybenzoate decarboxylase,c,FALSE,OPHBDC,0,1,(b3843 and b2311)
b2311,1,20.6949325,H,ubiX,189,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,c,FALSE,OPHBDC,0,1,(b3843 and b2311)
b3835,1,63.2024651,R,ubiB,546,2-octaprenylphenol hydroxylase,c,FALSE,OPHHX,0,0,b3835
b2965,1,79.4158357,E,speC,711,"ornithine decarboxylase, constitutive",c,FALSE,ORNDC,1,0,(b2965 or b0693)
b0693,1,82.4154905,E,speF,732,"ornithine decarboxylase isozyme, inducible",c,FALSE,ORNDC,1,0,(b2965 or b0693)
b3642,1,23.5668933,F,pyrE,213,orotate phosphoribosyltransferase,c,FALSE,ORPT,0,0,b3642
b2373,1,60.5810231,EH,oxc,564,"oxalyl CoA decarboxylase, ThDP-dependent",c,TRUE,OXCDC,0,0,b2373
b1387,1,73.002361,C,paaZ,681,"fused oxepin-CoA hydrolase/3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase",c,FALSE,OXCOAHDH,0,0,b1387
b1394,2,28.4045255,I,paaG,262,"1,2-epoxyphenylacetyl-CoA isomerase, oxepin-CoA-forming",c,FALSE,,,,
b1014,2,143.8145764,C,putA,1320,fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase,c,FALSE,,,,
b0386,1,28.1448207,E,proC,269,"pyrroline-5-carboxylate reductase, NAD(P)-binding",c,FALSE,P5CR,0,0,b0386
b1388,1,35.4991566,S,paaA,309,"ring 1,2-phenylacetyl-CoA epoxidase subunit",c,FALSE,PACCOAE,0,4,(b1388 and b1389 and b1390 and b1391 and b1392)
b1389,1,10.9422101,Q,paaB,95,"ring 1,2-phenylacetyl-CoA epoxidase possible subunit, not required for in vitro activity",c,FALSE,PACCOAE,0,4,(b1388 and b1389 and b1390 and b1391 and b1392)
b1390,1,27.8773601,S,paaC,248,"ring 1,2-phenylacetyl-CoA epoxidase subunit",c,FALSE,PACCOAE,0,4,(b1388 and b1389 and b1390 and b1391 and b1392)
b1391,1,18.3240413,R,paaD,165,"ring 1,2-phenylacetyl-CoA epoxidase subunit",c,FALSE,PACCOAE,0,4,(b1388 and b1389 and b1390 and b1391 and b1392)
b1392,1,39.3198363,C,paaE,356,"ring 1,2-phenylacetyl-CoA epoxidase, NAD(P)H oxidoreductase component",c,FALSE,PACCOAE,0,4,(b1388 and b1389 and b1390 and b1391 and b1392)
b1398,1,48.9527095,H,paaK,437,phenylacetyl-CoA ligase,c,FALSE,PACCOAL,0,0,b1398
b0133,1,31.5975583,H,panC,283,pantothenate synthetase,c,FALSE,PANTS,0,0,b0133
b1278,30,29.0211136,I,pgpB,254,phosphatidylglycerophosphatase B,"c,p",FALSE,,,,
b0087,1,39.8745765,M,mraY,360,phospho-N-acetylmuramoyl-pentapeptide transferase,c,FALSE,PAPPT3,0,0,b0087
b2762,2,27.9756844,EH,cysH,244,3'-phosphoadenosine 5'-phosphosulfate reductase,c,FALSE,,,,
b1489,2,90.2600496,T,dosP,799,"oxygen sensor, c-di-GMP phosphodiesterase, heme-regulated; cold- and stationary phase-induced bioflim regulator",c,FALSE,,,,
b0114,1,99.6680625,C,aceE,887,"pyruvate dehydrogenase, decarboxylase component E1, thiamin-binding",c,FALSE,PDH,0,2,(b0114 and b0115 and b0116)
b0115,1,66.0957991,C,aceF,630,"pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2",c,FALSE,PDH,0,2,(b0114 and b0115 and b0116)
b1638,2,25.5450323,H,pdxH,218,pyridoxine 5'-phosphate oxidase,c,FALSE,,,,
b0052,1,35.1136443,H,pdxA,329,"4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent",c,FALSE,PDX5PS,0,1,(b0052 and b2564)
b2564,1,26.3842159,H,pdxJ,243,pyridoxine 5'-phosphate synthase,c,FALSE,PDX5PS,0,1,(b0052 and b2564)
b0766,2,30.2011937,R,ybhA,272,pyridoxal phosphate (PLP) phosphatase,c,FALSE,,,,
b2320,1,41.367466,HE,pdxB,378,erythronate-4-phosphate dehydrogenase,c,FALSE,PERD,0,0,b2320
b3546,2,63.8041426,R,eptB,563,"KDO phosphoethanolamine transferase, Ca(2+)-inducible",p,FALSE,,,,
b3916,3,34.8419457,G,pfkA,320,6-phosphofructokinase I,c,FALSE,,,,
b1723,1,32.4558686,G,pfkB,309,6-phosphofructokinase II,c,FALSE,PFK,1,0,(b3916 or b1723)
b3951,1,85.9594118,C,pflD,765,putative formate acetyltransferase 2 (pyruvate formate lyase II),c,FALSE,PFL,3,5,((b0902 and b0903) or (b0902 and b3114) or (b3951 and b3952) or ((b0902 and b0903) and b2579))
b3952,1,32.4295718,O,pflC,292,pyruvate formate lyase II activase,c,FALSE,PFL,3,5,((b0902 and b0903) or (b0902 and b3114) or (b3951 and b3952) or ((b0902 and b0903) and b2579))
b3176,1,47.5434182,G,glmM,445,phosphoglucosamine mutase,c,FALSE,PGAMT,0,0,b3176
b2913,1,44.175602,HE,serA,410,D-3-phosphoglycerate dehydrogenase,c,FALSE,PGCD,0,0,b2913
b4025,1,61.5294893,G,pgi,549,glucosephosphate isomerase,c,FALSE,PGI,0,0,b4025
b2926,1,41.1180394,G,pgk,387,phosphoglycerate kinase,c,FALSE,PGK,0,0,b2926
b0767,1,36.3074921,G,pgl,331,6-phosphogluconolactonase,c,FALSE,PGL,0,0,b0767
b3385,1,27.3890484,R,gph,252,phosphoglycolate phosphatase,c,TRUE,PGLYCP,0,0,b3385
b3612,1,56.1936892,G,gpmM,514,"phosphoglycero mutase III, cofactor-independent",c,FALSE,PGM,2,0,(b3612 or b4395 or b0755)
b4395,1,24.0651463,G,ytjC,215,phosphatase,c,FALSE,PGM,2,0,(b3612 or b4395 or b0755)
b0755,1,28.5562491,G,gpmA,250,phosphoglyceromutase 1,c,FALSE,PGM,2,0,(b3612 or b4395 or b0755)
b2690,1,20.7797445,R,yqaB,188,fructose-1-P and 6-phosphogluconate phosphatase,c,FALSE,PGMT,1,0,(b2690 or b0688)
b0688,1,58.3607103,G,pgm,546,phosphoglucomutase,c,FALSE,PGMT,1,0,(b2690 or b0688)
b0418,14,19.4180592,I,pgpA,172,phosphatidylglycerophosphatase A,"c,p",FALSE,,,,
b1912,7,20.700539,I,pgsA,182,phosphatidylglycerophosphate synthetase,c,FALSE,,,,
b2201,1,23.0531479,O,ccmA,207,heme exporter subunit,cp,FALSE,PHEMEabcpp,0,4,(b2201 and b2200 and b2199 and b2198 and b2197)
b2200,1,23.6187109,O,ccmB,220,heme exporter subunit,cp,FALSE,PHEMEabcpp,0,4,(b2201 and b2200 and b2199 and b2198 and b2197)
b2199,1,27.8852321,O,ccmC,245,heme exporter subunit,cp,FALSE,PHEMEabcpp,0,4,(b2201 and b2200 and b2199 and b2198 and b2197)
b2198,1,7.7451085,U,ccmD,69,cytochrome c biogenesis protein,cp,FALSE,PHEMEabcpp,0,4,(b2201 and b2200 and b2199 and b2198 and b2197)
b2197,1,17.6982501,O,ccmE,159,periplasmic heme chaperone,cp,FALSE,PHEMEabcpp,0,4,(b2201 and b2200 and b2199 and b2198 and b2197)
b1713,1,87.3777725,J,pheT,795,"phenylalanine tRNA synthetase, beta subunit",c,TRUE,PHETRS,0,1,(b1713 and b1714)
b1714,1,36.8316534,J,pheS,327,"phenylalanine tRNA synthetase, alpha subunit",c,TRUE,PHETRS,0,1,(b1713 and b1714)
b1473,3,31.5393253,,yddG,293,aromatic amino acid exporter,cp,FALSE,,,,
